0.000000000000000000e+00,0.000000000000000000e+00
2.824427780209649939e-03,4.028371637898658583e-03
2.968913278414847708e-03,7.180313135476166543e-03
5.827830053149575008e-03,7.974388758482654077e-03
9.539854245035329222e-03,1.491062110820701864e-02
1.374410108414345424e-02,2.474657167342776340e-02
1.597449045046803184e-02,2.902441096955243188e-02
1.707742969460666199e-02,3.215802713983224176e-02
1.969993292547279201e-02,3.278728505777563779e-02
2.127723465016138557e-02,3.424361961593130194e-02
2.255754048562519723e-02,3.597350017830135138e-02
2.603540341568891942e-02,3.704692622893736992e-02
3.100656280325865891e-02,4.635143088671337536e-02
3.208353122324338058e-02,5.373983920587194901e-02
3.568121683363757041e-02,5.634627850929575799e-02
3.610473590709148417e-02,5.667959136397235365e-02
4.174994515300364806e-02,5.952308453719109410e-02
4.703212509178511525e-02,6.053937364431467849e-02
5.093364798682873534e-02,6.478809323218889804e-02
5.615009683595677953e-02,6.588709905823378343e-02
5.604536067229625579e-02,6.582260428800057461e-02
5.957328228807448611e-02,7.011227749623583083e-02
5.979904186122068921e-02,7.142978769978854114e-02
6.248401701573752520e-02,7.571621003018297325e-02
6.292836832868847763e-02,7.812139796705300232e-02
6.370012864220915560e-02,8.193062147913370008e-02
6.856186532603103512e-02,8.452540807463083949e-02
7.020521044210260853e-02,8.875881611809208205e-02
7.072028457204940222e-02,9.114078931593136423e-02
7.162541805430144848e-02,9.358255539449589211e-02
7.244231438783310661e-02,9.360049793329013046e-02
7.654470339049740391e-02,1.020624314219995415e-01
7.692852203441177816e-02,1.025097260366118201e-01
8.037677747076170387e-02,1.029226380238982691e-01
8.244265024793469288e-02,1.041834612660287734e-01
8.696656340320001177e-02,1.103880304147366598e-01
9.069740016510206837e-02,1.193824538460068752e-01
1.002484890878742041e-01,1.295414510779899775e-01
1.035247379668421952e-01,1.313868336817823890e-01
1.046883388743332088e-01,1.373530887725662175e-01
1.088587686059124537e-01,1.376768179994699581e-01
